channels
https://www.youtube.com/user/atlasobscura
https://www.youtube.com/user/numberphile
https://www.youtube.com/user/sixtysymbols
https://www.youtube.com/user/bibledex
https://www.youtube.com/user/bigthink
https://www.youtube.com/user/bozemanbiology
https://www.youtube.com/channel/UC-Ya9gBlwOhRwtloTn1hvbA
https://www.youtube.com/user/TheRoyalInstitution
https://www.youtube.com/user/TheRedNile
https://www.youtube.com/channel/UCnFmWQbVW_YbqPQZGNuq8sA
https://www.youtube.com/channel/UCQmHBqRMVlyO9zTrKVzDWgw
https://www.youtube.com/user/crashcourse
https://www.youtube.com/user/TheGreatWar
https://www.youtube.com/channel/UCRewRQYUs77-roO65mTlMxQ
https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw
https://www.youtube.com/user/AlternateHistoryHub
https://www.youtube.com/user/TheAnatomyZone
https://www.youtube.com/user/TheInfographicsShow
https://www.youtube.com/user/CGPGrey
https://www.youtube.com/user/dominicwalliman
https://www.youtube.com/user/Kurzgesagt
https://www.youtube.com/channel/UCgNg3vwj3xt7QOrcIDaHdFg
https://www.youtube.com/user/academyofideas
https://www.youtube.com/user/minutephysics
https://www.youtube.com/channel/UCTUtqcDkzw7bisadh6AOx5w
https://www.youtube.com/user/AsapSCIENCE
https://www.youtube.com/user/sciencestatedclearly
https://www.youtube.com/channel/UCLOwKVD0bYHxaDZxXkK4piw
https://www.youtube.com/channel/UCv_vLHiWVBh_FR9vbeuiY-A
https://www.youtube.com/user/keeroyz
https://www.youtube.com/user/DaveRamseyShow
https://www.youtube.com/channel/UC8XjmAEDVZSCQjI150cb4QA
https://www.youtube.com/user/scishow
https://www.youtube.com/user/Anmlwndrs
https://www.youtube.com/channel/UCUdettijNYvLAm4AixZv4RA
https://www.youtube.com/user/scishowspace
https://www.youtube.com/channel/UC4K10PNjqgGLKA3lo5V8KdQ
https://www.youtube.com/user/BrainStuffShow
https://www.youtube.com/channel/UCL8w_A8p8P1HWI3k6PR5Z6w
https://www.youtube.com/channel/UCMnjUnmwCBmtu8B-yVHkShA
https://www.youtube.com/user/CineFix
https://www.youtube.com/channel/UCqE4VLV8iBG8pifQG_LguUQ
https://www.youtube.com/user/Wendoverproductions
https://www.youtube.com/channel/UCz1oFxMrgrQ82-276UCOU9w
https://www.youtube.com/user/austinmcconnell
https://www.youtube.com/channel/UCzpVBvuIfhncmI7JDwBCOyg
https://www.youtube.com/channel/UC7GV-3hrA9kDKrren0QMKMg
https://www.youtube.com/user/bloodlettersbadmen
https://www.youtube.com/channel/UC_E4px0RST-qFwXLJWBav8Q
https://www.youtube.com/user/CaspianReport
https://www.youtube.com/channel/UC9WQRw8jgJhag-vkDNTDMRg
https://www.youtube.com/user/coldfustion
https://www.youtube.com/channel/UClFLXO6ecX-ucJp9gGJYiDw
https://www.youtube.com/user/KQEDDeepLook
https://www.youtube.com/channel/UCggHoXaj8BQHIiPmOxezeWA
https://www.youtube.com/user/EmperorTigerstar
https://www.youtube.com/channel/UC510QYlOlKNyhy_zdQxnGYw
https://www.youtube.com/channel/UCK09g6gYGMvU-0x1VCF1hgA
https://www.youtube.com/channel/UCc-N24Y5OA0gqbjBwe1ttfA
https://www.youtube.com/user/1veritasium
https://www.youtube.com/user/Vsauce
https://www.youtube.com/user/Vsauce2
https://www.youtube.com/user/Vsauce3
https://www.youtube.com/user/Nerdwriter1
https://www.youtube.com/user/destinws2
https://www.youtube.com/user/bkraz333
https://www.youtube.com/user/wired
https://www.youtube.com/user/LastWeekTonight
https://www.youtube.com/user/HeadsqueezeTV
https://www.youtube.com/user/NTDChinaUncensored
https://www.youtube.com/user/braincraftvideo
https://www.youtube.com/user/TodayIFoundOut
https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
https://www.youtube.com/user/BreakingTrail
https://www.youtube.com/channel/UC88tlMjiS7kf8uhPWyBTn_A
https://www.youtube.com/user/cinematographydb
https://www.youtube.com/user/voxdotcom
https://www.youtube.com/channel/UCvRQKXtIGcK1yEnQ4Te8hWQ
https://www.youtube.com/user/engineerguyvideo
https://www.youtube.com/channel/UCn8V3KNSgDr1Dai77_y8JrQ
https://www.youtube.com/user/GeographyNow
https://www.youtube.com/user/thehealthcaretriage
https://www.youtube.com/user/jnightandday
https://www.youtube.com/user/DigitalFilmFarm
https://www.youtube.com/user/sexplanations
https://www.youtube.com/user/tibees
https://www.youtube.com/channel/UCT3v6vL2H5HK4loLMc8pmCw
https://www.youtube.com/channel/UC3KEoMzNz8eYnwBC34RaKCQ
https://www.youtube.com/user/articulationsvlog
